5000,0.8151
5000,0.8854
5000,0.9049
5000,0.9203
5000,0.9286
5000,0.9341
5000,0.9367
5000,0.9452
5000,0.943
5000,0.9487
5000,0.9503
5000,0.9541
5000,0.955
5000,0.9577
5000,0.9576
5000,0.9606
5000,0.9583
5000,0.9621
5000,0.9627
5000,0.9635
5000,0.967
5000,0.9659
5000,0.9672
5000,0.9672
5000,0.9695
5000,0.9687
5000,0.9717
5000,0.971
5000,0.9693
5000,0.9716
5000,0.9712
5000,0.971
5000,0.9746
5000,0.9736
5000,0.9743
5000,0.9747
5000,0.976
5000,0.974
5000,0.9775
5000,0.9785
5000,0.9781
5000,0.9767
5000,0.9787
5000,0.9809
5000,0.9803
5000,0.9802
5000,0.9796
5000,0.9791
5000,0.9811
5000,0.9826

400,0.8926
400,0.9133
400,0.9278
400,0.9317
400,0.9386
400,0.9402
400,0.9461
400,0.9504
400,0.9495
400,0.9529
400,0.9555
400,0.9579
400,0.9576
400,0.9618
400,0.9578
400,0.9648
400,0.9651
400,0.9644
400,0.9641
400,0.9708
400,0.9669
400,0.9701
400,0.9715
400,0.9711
400,0.9743
400,0.9717
400,0.9711
400,0.9764
400,0.9731
400,0.975
400,0.9709
400,0.9733
400,0.9753
400,0.9763
400,0.9769
400,0.9774
400,0.9782
400,0.9784
400,0.9793
400,0.9821
400,0.9797
400,0.9825
400,0.9819
400,0.9809
400,0.9802
400,0.9792
400,0.9811
400,0.9825
400,0.9827
400,0.9856

2400,0.8514
2400,0.9044
2400,0.9152
2400,0.9242
2400,0.9347
2400,0.9367
2400,0.9413
2400,0.9473
2400,0.9464
2400,0.9525
2400,0.9533
2400,0.9541
2400,0.9583
2400,0.9602
2400,0.9564
2400,0.9594
2400,0.9609
2400,0.9631
2400,0.9627
2400,0.9662
2400,0.9689
2400,0.9672
2400,0.9668
2400,0.9688
2400,0.9698
2400,0.9723
2400,0.9715
2400,0.9727
2400,0.9716
2400,0.9727
2400,0.9727
2400,0.9763
2400,0.9754
2400,0.9733
2400,0.9784
2400,0.9763
2400,0.9763
2400,0.9761
2400,0.9788
2400,0.9784
2400,0.9784
2400,0.98
2400,0.9807
2400,0.9805
2400,0.981
2400,0.9807
2400,0.9835
2400,0.9833
2400,0.9836
2400,0.9835

150,0.8979
150,0.9149
150,0.9294
150,0.9296
150,0.9414
150,0.9419
150,0.9492
150,0.9505
150,0.9531
150,0.954
150,0.9563
150,0.9545
150,0.9584
150,0.9636
150,0.9626
150,0.9657
150,0.9653
150,0.9672
150,0.9693
150,0.9666
150,0.9679
150,0.9693
150,0.9717
150,0.9709
150,0.9711
150,0.9739
150,0.9692
150,0.974
150,0.9752
150,0.9752
150,0.9738
