30,1231.6
32,1128.77
40,959.279
48,875.975
50,825.133
60,741.2
75,648.047
80,606.869
96,562.275
100,566.333
120,515.183
125,527.275
150,460.537
160,473.435
200,411.212
240,430.756
250,426.575
300,415
375,397.163
400,411.108
480,385.611
500,376.952
600,367.454
625,368.092
750,363.348
800,365.455
1000,366.481
1200,353.682
1250,353.484
1500,347.523
1875,352.253
2000,349.631
2400,347.797
2500,343.873
3000,346.851
3750,353.571
4000,357.246
5000,349.441
6000,349.329
7500,347.532
10000,352.837
12000,357.688
15000,388.057
20000,457.884
30000,449.419
60000,460.39
