30,0.7251
30,0.7773
30,0.7762
30,0.7598
30,0.7723
30,0.7582
30,0.7716
30,0.7564
30,0.7645
30,0.752
30,0.7032
30,0.7214
30,0.7227
30,0.7304
30,0.7119
30,0.7145
30,0.7122
30,0.7008
30,0.7088
30,0.7118
30,0.7272
30,0.7318
30,0.7341
30,0.704
30,0.7089
30,0.718
30,0.7275
30,0.7147
30,0.7165
30,0.7223
30,0.7289
30,0.7176
30,0.7328
30,0.7384
30,0.7402
30,0.7452
30,0.7446
30,0.7485
30,0.7324
30,0.7455
30,0.7491
30,0.7532
30,0.7587
30,0.7543
30,0.7647
30,0.7481
30,0.7616
30,0.7666
30,0.7565
30,0.7664

32,0.7645
32,0.7624
32,0.7927
32,0.7862
32,0.7862
32,0.7742
32,0.7762
32,0.7917
32,0.793
32,0.7758
32,0.7857
32,0.7489
32,0.7547
32,0.7353
32,0.7443
32,0.732
32,0.7402
32,0.7322
32,0.7269
32,0.7427
32,0.7384
32,0.7415
32,0.7609
32,0.7548
32,0.7658
32,0.7611
32,0.771
32,0.7695
32,0.7686
32,0.7688
32,0.7749
32,0.7648
32,0.7765
32,0.7819
32,0.7828
32,0.785
32,0.7916
32,0.7837
32,0.7936
32,0.7882
32,0.7946
32,0.7953
32,0.7898
32,0.794
32,0.7985
32,0.7904
32,0.7923
32,0.7982
32,0.8021
32,0.8003

40,0.7223
40,0.7818
40,0.7881
40,0.7913
40,0.8084
40,0.7999
40,0.7761
40,0.7918
40,0.7757
40,0.7801
40,0.7767
40,0.753
40,0.759
40,0.7598
40,0.7462
40,0.7262
40,0.7397
40,0.7264
40,0.6945
40,0.7147
40,0.7262
40,0.7008
40,0.7193
40,0.7333
40,0.7461
40,0.7259
40,0.7366
40,0.7326
40,0.7383
40,0.7449
40,0.7539
40,0.751
40,0.7565
40,0.745
40,0.7542
40,0.7581
40,0.7593
40,0.7627
40,0.7598
40,0.751
40,0.7632
40,0.7512
40,0.7634
40,0.765
40,0.7683
40,0.7682
40,0.7695
40,0.7788
40,0.7692
40,0.7807

48,0.7162
48,0.7706
48,0.7871
48,0.7905
48,0.7981
48,0.8207
48,0.8166
48,0.8121
48,0.8083
48,0.8113
48,0.7993
48,0.7876
48,0.7982
48,0.7964
48,0.7977
48,0.7928
48,0.7677
48,0.7479
48,0.7222
48,0.7155
48,0.7437
48,0.7496
48,0.7477
48,0.7616
48,0.7609
48,0.7778
48,0.7788
48,0.7754
48,0.7617
48,0.7768
48,0.786
48,0.7842
48,0.7916
48,0.7775
48,0.7863
48,0.7961
48,0.7969
48,0.7953
48,0.7999
48,0.8008
48,0.7952
48,0.7982
48,0.7939
48,0.7951
48,0.8027
48,0.7949
48,0.7969
48,0.803
48,0.8059
48,0.8097

50,0.7198
50,0.7702
50,0.7978
50,0.8152
50,0.8048
50,0.8118
50,0.8114
50,0.8236
50,0.8045
50,0.8049
50,0.7821
50,0.7725
50,0.7747
50,0.7735
50,0.761
50,0.758
50,0.7403
50,0.7332
50,0.7603
50,0.7373
50,0.7379
50,0.7357
50,0.7089
50,0.7382
50,0.733
50,0.7108
50,0.7413
50,0.7348
50,0.7296
50,0.7458
50,0.7305
50,0.7473
50,0.7509
50,0.7561
50,0.7488
50,0.7564
50,0.7558
50,0.7527
50,0.7594
50,0.7642
50,0.7511
50,0.7571
50,0.7683
50,0.7632
50,0.776
50,0.7697
50,0.7693
50,0.7797
50,0.7718
50,0.7734

60,0.7189
60,0.7704
60,0.7861
60,0.8086
60,0.8229
60,0.8021
60,0.816
60,0.8096
60,0.7832
60,0.7829
60,0.7678
60,0.7835
60,0.7828
60,0.7666
60,0.7289
60,0.7296
60,0.7497
60,0.7565
60,0.7418
60,0.7358
60,0.7348
60,0.7207
60,0.7332
60,0.7309
60,0.7399
60,0.7382
60,0.7422
60,0.7431
60,0.7467
60,0.7477
60,0.7346
60,0.746
60,0.7444
60,0.7661
60,0.7529
60,0.7543
60,0.7639
60,0.7533
60,0.7618
60,0.7583
60,0.7765
60,0.7669
60,0.772
60,0.7615
60,0.7669
60,0.774
60,0.7718
60,0.7823
60,0.7875
60,0.7683

75,0.7452
75,0.7629
75,0.7997
75,0.8048
75,0.8151
75,0.8076
75,0.7963
75,0.8105
75,0.8172
75,0.791
75,0.7893
75,0.7981
75,0.7724
75,0.7868
75,0.7627
75,0.7587
75,0.781
75,0.7785
75,0.7565
75,0.756
75,0.7607
75,0.754
75,0.7485
75,0.7361
75,0.7602
75,0.7559
75,0.7475
75,0.7507
75,0.751
75,0.7599
75,0.7612
75,0.7664
75,0.7638
75,0.7739
75,0.7654
75,0.7692
75,0.7711
75,0.777
75,0.7852
75,0.7749
75,0.7745
75,0.7805
75,0.7747
75,0.7848
75,0.779
75,0.7778
75,0.7846
75,0.7945
75,0.7908
75,0.7831

80,0.7012
80,0.7736
80,0.7959
80,0.8057
80,0.8089
80,0.811
80,0.8041
80,0.8123
80,0.8172
80,0.8204
80,0.8154
80,0.8068
80,0.8001
80,0.7985
80,0.7735
80,0.7777
80,0.7712
80,0.7632
80,0.7435
80,0.7539
80,0.7501
80,0.7469
80,0.7396
80,0.7186
80,0.7027
80,0.7225
80,0.7193
80,0.7198
80,0.7451
80,0.7312
80,0.7324
80,0.7317
80,0.7356
80,0.7318
80,0.7283
80,0.724
80,0.7361
80,0.737
80,0.7497
80,0.746
80,0.7401
80,0.7499
80,0.7478
80,0.7544
80,0.7563
80,0.7537
80,0.7516
80,0.7585
80,0.7573
80,0.7554

96,0.7376
96,0.7685
96,0.7967
96,0.8036
96,0.8093
96,0.8007
96,0.8109
96,0.8122
96,0.801
96,0.81
96,0.8107
96,0.7914
96,0.8111
96,0.8038
96,0.7832
96,0.7918
96,0.773
96,0.7534
96,0.7347
96,0.7479
96,0.7468
96,0.763
96,0.7304
96,0.7341
96,0.752
96,0.7464
96,0.7445
96,0.751
96,0.7488
96,0.7377
96,0.7564
96,0.7449
96,0.7454
96,0.7482
96,0.7497
96,0.7492
96,0.7589
96,0.7489
96,0.7596
96,0.7698
96,0.7523
96,0.7692
96,0.77
96,0.762
96,0.7543
96,0.7506
96,0.7687
96,0.7665
96,0.7632
96,0.7724

100,0.7366
100,0.7736
100,0.7867
100,0.8103
100,0.8148
100,0.8079
100,0.807
100,0.8014
100,0.8144
100,0.7993
100,0.8019
100,0.8203
100,0.7965
100,0.7994
100,0.7987
100,0.7858
100,0.7478
100,0.7478
100,0.7568
100,0.7754
100,0.7554
100,0.7605
100,0.7476
100,0.7322
100,0.7527
100,0.752
100,0.7457
100,0.7502
100,0.7563
100,0.7561
100,0.7554
100,0.7551
100,0.7622
100,0.769
100,0.7616
100,0.7603
100,0.772
100,0.7745
100,0.7624
100,0.7744
100,0.7824
100,0.776
100,0.7772
100,0.7814
100,0.7841
100,0.7837
100,0.7887
100,0.7885
100,0.7769
100,0.7907

120,0.6973
120,0.7815
120,0.7872
120,0.7988
120,0.7919
120,0.8058
120,0.821
120,0.8316
120,0.8234
120,0.822
120,0.829
120,0.824
120,0.8154
120,0.8212
120,0.811
120,0.8032
120,0.8014
120,0.8
120,0.7948
120,0.8099
120,0.8051
120,0.7964
120,0.7734
120,0.7827
120,0.7872
120,0.7793
120,0.7918
120,0.7987
120,0.7922
120,0.7945
120,0.8047
120,0.7872
120,0.8003
120,0.7953
120,0.7992
120,0.8055
120,0.8056
120,0.8026
120,0.8164
120,0.8147
120,0.8101
120,0.8183
120,0.8214
120,0.8186
120,0.8176
120,0.8228
120,0.8192
120,0.8226
120,0.8254
120,0.8181

125,0.7176
125,0.7689
125,0.7969
125,0.787
125,0.8034
125,0.812
125,0.8097
125,0.8207
125,0.8169
125,0.8244
125,0.815
125,0.8171
125,0.816
125,0.8123
125,0.8076
125,0.7987
125,0.7936
125,0.7756
125,0.7639
125,0.7928
125,0.7964
125,0.7656
125,0.7801
125,0.7541
125,0.7877
125,0.7653
125,0.7767
125,0.7609
125,0.7649
125,0.7626
125,0.7642
125,0.7578
125,0.7699
125,0.7743
125,0.7711
125,0.7759
125,0.7788
125,0.7856
125,0.7818
125,0.7844
125,0.7848
125,0.793
125,0.7828
125,0.791
125,0.797
125,0.7842
125,0.79
125,0.7971
125,0.7997
125,0.7919

150,0.7245
150,0.7792
150,0.7768
150,0.8112
150,0.8131
150,0.8002
150,0.8098
150,0.8162
150,0.8068
150,0.7984
150,0.8075
150,0.8006
150,0.8028
150,0.7945
150,0.8121
150,0.8077
150,0.7783
150,0.7688
150,0.7912
150,0.775
150,0.7665
150,0.762
150,0.7574
150,0.7591
150,0.7587
150,0.7703
150,0.7529
150,0.7503
150,0.7318
150,0.7534
150,0.7587
150,0.771
150,0.7695
150,0.7751
150,0.7684
150,0.7787
150,0.7865
150,0.7763
150,0.7858
150,0.7872
150,0.7832
150,0.7829
150,0.7809
150,0.7842
150,0.7787
150,0.7895
150,0.7917
150,0.7843
150,0.7868
150,0.7868

160,0.7378
160,0.7789
160,0.7914
160,0.8081
160,0.8005
160,0.8079
160,0.8149
160,0.8073
160,0.8203
160,0.8132
160,0.818
160,0.8253
160,0.8032
160,0.8233
160,0.8051
160,0.8082
160,0.8072
160,0.7993
160,0.7781
160,0.7997
160,0.7875
160,0.7732
160,0.7705
160,0.7939
160,0.7804
160,0.7878
160,0.7889
160,0.7892
160,0.7769
160,0.78
160,0.7788
160,0.7745
160,0.7847
160,0.7722
160,0.7774
160,0.7807
160,0.7847
160,0.7882
160,0.7908
160,0.7856
160,0.792
160,0.809
160,0.7913
160,0.7882
160,0.7921
160,0.7952
